FREQ_code,REF_AREA_code,IND_TYPE_code,LIVELLO_code,VALUE,date
A,ATO29,AES_EFF,2,30564,2005
A,ATO29,AES_EFF,2,38285,2008
A,ATO29,AES_EFF,2,55367,2012
A,ATO29,AES_EFF,3,840434,1999
A,ATO29,AES_EFF,3,845884,2005
A,ATO29,AES_EFF,3,890943,2008
A,ATO29,AES_EFF,3,982836,2012
A,ATO29,AES_EFF,9,880128,1999
A,ATO29,AES_EFF,9,895045,2005
A,ATO29,AES_EFF,9,951860,2008
A,ATO29,AES_EFF,9,1076126,2012
A,ATO29,DEP_ESER,1,56,1999
A,ATO29,DEP_ESER,1,76,2005
A,ATO29,DEP_ESER,1,89,2008
A,ATO29,DEP_ESER,1,120,2012
A,ATO29,DEP_ESER,2,28,1999
A,ATO29,DEP_ESER,2,29,2005
A,ATO29,DEP_ESER,2,36,2008
A,ATO29,DEP_ESER,2,34,2012
A,ATO29,DEP_ESER,3,41,1999
A,ATO29,DEP_ESER,3,43,2005
A,ATO29,DEP_ESER,3,48,2008
A,ATO29,DEP_ESER,3,47,2012
A,ATO29,DEP_ESER,9,125,1999
A,ATO29,DEP_ESER,9,148,2005
A,ATO29,DEP_ESER,9,173,2008
A,ATO29,DEP_ESER,9,201,2012
A,ATO3,AES_EFF,1,44835,1999
A,ATO3,AES_EFF,1,59245,2005
A,ATO3,AES_EFF,1,50865,2008
A,ATO3,AES_EFF,1,59128,2012
A,ATO3,AES_EFF,2,378777,1999
A,ATO3,AES_EFF,2,442936,2005
A,ATO3,AES_EFF,2,549991,2008
A,ATO3,AES_EFF,2,699574,2012
A,ATO3,AES_EFF,3,3041783,1999
A,ATO3,AES_EFF,3,3046583,2005
A,ATO3,AES_EFF,3,3046446,2008
A,ATO3,AES_EFF,3,2616345,2012
A,ATO3,AES_EFF,9,3465395,1999
A,ATO3,AES_EFF,9,3548764,2005
A,ATO3,AES_EFF,9,3647302,2008
A,ATO3,AES_EFF,9,3375047,2012
A,ATO3,DEP_ESER,1,93,1999
A,ATO3,DEP_ESER,1,151,2005
A,ATO3,DEP_ESER,1,216,2008
A,ATO3,DEP_ESER,1,262,2012
A,ATO3,DEP_ESER,2,137,1999
A,ATO3,DEP_ESER,2,202,2005
A,ATO3,DEP_ESER,2,258,2008
A,ATO3,DEP_ESER,2,291,2012
A,ATO3,DEP_ESER,3,8,1999
A,ATO3,DEP_ESER,3,8,2005
A,ATO3,DEP_ESER,3,8,2008
A,ATO3,DEP_ESER,3,8,2012
A,ATO3,DEP_ESER,9,238,1999
A,ATO3,DEP_ESER,9,361,2005
A,ATO3,DEP_ESER,9,482,2008
A,ATO3,DEP_ESER,9,561,2012
A,ATO30,AES_EFF,1,41158,1999
A,ATO30,AES_EFF,1,51766,2005
A,ATO30,AES_EFF,1,64933,2008
A,ATO30,AES_EFF,1,105218,2012
A,ATO30,AES_EFF,2,194626,1999
A,ATO30,AES_EFF,2,208533,2005
A,ATO30,AES_EFF,2,229913,2008
A,ATO30,AES_EFF,2,432655,2012
A,ATO30,AES_EFF,3,844189,1999
A,ATO30,AES_EFF,3,866429,2005
A,ATO30,AES_EFF,3,866243,2008
A,ATO30,AES_EFF,3,630624,2012
A,ATO30,AES_EFF,9,1079973,1999
A,ATO30,AES_EFF,9,1126728,2005
A,ATO30,AES_EFF,9,1161089,2008
A,ATO30,AES_EFF,9,1168497,2012
A,ATO30,DEP_ESER,1,225,1999
A,ATO30,DEP_ESER,1,288,2005
A,ATO30,DEP_ESER,1,325,2008
A,ATO30,DEP_ESER,1,380,2012
A,ATO30,DEP_ESER,2,174,1999
A,ATO30,DEP_ESER,2,189,2005
A,ATO30,DEP_ESER,2,201,2008
A,ATO30,DEP_ESER,2,208,2012
A,ATO30,DEP_ESER,3,20,1999
A,ATO30,DEP_ESER,3,21,2005
A,ATO30,DEP_ESER,3,20,2008
A,ATO30,DEP_ESER,3,22,2012
A,ATO30,DEP_ESER,9,419,1999
A,ATO30,DEP_ESER,9,498,2005
A,ATO30,DEP_ESER,9,546,2008
A,ATO30,DEP_ESER,9,607,2012
A,ATO31,AES_EFF,1,5416,1999
A,ATO31,AES_EFF,1,7288,2005
A,ATO31,AES_EFF,1,9193,2008
A,ATO31,AES_EFF,1,10066,2012
A,ATO31,AES_EFF,2,31107,1999
A,ATO31,AES_EFF,2,39147,2005
A,ATO31,AES_EFF,2,62495,2008
A,ATO31,AES_EFF,2,43939,2012
A,ATO31,AES_EFF,3,64750,1999
A,ATO31,AES_EFF,3,75650,2005
A,ATO31,AES_EFF,3,78700,2008
A,ATO31,AES_EFF,3,98885,2012
A,ATO31,AES_EFF,9,101273,1999
A,ATO31,AES_EFF,9,122085,2005
A,ATO31,AES_EFF,9,150388,2008
A,ATO31,AES_EFF,9,152890,2012
A,ATO31,DEP_ESER,1,35,1999
A,ATO31,DEP_ESER,1,40,2005
A,ATO31,DEP_ESER,1,49,2008
A,ATO31,DEP_ESER,1,60,2012
A,ATO31,DEP_ESER,2,23,1999
A,ATO31,DEP_ESER,2,32,2005
A,ATO31,DEP_ESER,2,37,2008
A,ATO31,DEP_ESER,2,55,2012
A,ATO31,DEP_ESER,3,10,1999
A,ATO31,DEP_ESER,3,11,2005
A,ATO31,DEP_ESER,3,16,2008
A,ATO31,DEP_ESER,3,21,2012
A,ATO31,DEP_ESER,9,68,1999
A,ATO31,DEP_ESER,9,83,2005
A,ATO31,DEP_ESER,9,102,2008
A,ATO31,DEP_ESER,9,136,2012
A,ATO32,AES_EFF,1,40000,1999
A,ATO32,AES_EFF,1,40000,2005
A,ATO32,AES_EFF,1,41988,2008
A,ATO32,AES_EFF,1,2166,2012
A,ATO32,AES_EFF,2,5352,1999
A,ATO32,AES_EFF,2,6552,2005
A,ATO32,AES_EFF,2,21161,2008
A,ATO32,AES_EFF,2,105104,2012
A,ATO32,AES_EFF,3,93228,1999
A,ATO32,AES_EFF,3,103250,2005
A,ATO32,AES_EFF,3,103163,2008
A,ATO32,AES_EFF,9,138580,1999
A,ATO32,AES_EFF,9,149802,2005
A,ATO32,AES_EFF,9,166312,2008
A,ATO32,AES_EFF,9,107270,2012
A,ATO32,DEP_ESER,1,1,1999
A,ATO32,DEP_ESER,1,1,2005
A,ATO32,DEP_ESER,1,7,2008
A,ATO32,DEP_ESER,1,5,2012
A,ATO32,DEP_ESER,2,2,1999
A,ATO32,DEP_ESER,2,2,2005
A,ATO32,DEP_ESER,2,4,2008
A,ATO32,DEP_ESER,2,11,2012
A,ATO32,DEP_ESER,3,5,1999
A,ATO32,DEP_ESER,3,5,2005
A,ATO32,DEP_ESER,3,5,2008
A,ATO32,DEP_ESER,9,8,1999
A,ATO32,DEP_ESER,9,8,2005
A,ATO32,DEP_ESER,9,16,2008
A,ATO32,DEP_ESER,9,16,2012
A,ATO33,AES_EFF,1,20,1999
A,ATO33,AES_EFF,1,620,2005
A,ATO33,AES_EFF,1,620,2008
A,ATO33,AES_EFF,1,2580,2012
A,ATO33,AES_EFF,2,3525,1999
A,ATO33,AES_EFF,2,2825,2005
A,ATO33,AES_EFF,2,2825,2008
A,ATO33,AES_EFF,2,6430,2012
A,ATO33,AES_EFF,3,212100,1999
A,ATO33,AES_EFF,3,234100,2005
A,ATO33,AES_EFF,3,255100,2008
A,ATO33,AES_EFF,3,180000,2012
A,ATO33,AES_EFF,9,215645,1999
A,ATO33,AES_EFF,9,237545,2005
A,ATO33,AES_EFF,9,258545,2008
A,ATO33,AES_EFF,9,189010,2012
A,ATO33,DEP_ESER,1,1,1999
A,ATO33,DEP_ESER,1,3,2005
A,ATO33,DEP_ESER,1,3,2008
A,ATO33,DEP_ESER,1,4,2012
A,ATO33,DEP_ESER,2,3,1999
A,ATO33,DEP_ESER,2,3,2005
A,ATO33,DEP_ESER,2,3,2008
A,ATO33,DEP_ESER,2,5,2012
A,ATO33,DEP_ESER,3,4,1999
A,ATO33,DEP_ESER,3,5,2005
A,ATO33,DEP_ESER,3,5,2008
A,ATO33,DEP_ESER,3,3,2012
A,ATO33,DEP_ESER,9,8,1999
A,ATO33,DEP_ESER,9,11,2005
A,ATO33,DEP_ESER,9,11,2008
A,ATO33,DEP_ESER,9,12,2012
A,ATO34,AES_EFF,1,71025,1999
A,ATO34,AES_EFF,1,102369,2005
A,ATO34,AES_EFF,1,139183,2008
A,ATO34,AES_EFF,1,249247,2012
A,ATO34,AES_EFF,2,727147,1999
A,ATO34,AES_EFF,2,934672,2005
A,ATO34,AES_EFF,2,957970,2008
A,ATO34,AES_EFF,2,1113277,2012
A,ATO34,AES_EFF,3,54400,1999
A,ATO34,AES_EFF,3,54400,2005
A,ATO34,AES_EFF,3,55604,2008
A,ATO34,AES_EFF,3,33860,2012
A,ATO34,AES_EFF,9,852572,1999
A,ATO34,AES_EFF,9,1091441,2005
A,ATO34,AES_EFF,9,1152757,2008
A,ATO34,AES_EFF,9,1396384,2012
A,ATO34,DEP_ESER,1,103,1999
A,ATO34,DEP_ESER,1,110,2005
A,ATO34,DEP_ESER,1,218,2008
A,ATO34,DEP_ESER,1,267,2012
A,ATO34,DEP_ESER,2,28,1999
A,ATO34,DEP_ESER,2,32,2005
A,ATO34,DEP_ESER,2,48,2008
A,ATO34,DEP_ESER,2,48,2012
A,ATO34,DEP_ESER,3,3,1999
A,ATO34,DEP_ESER,3,3,2005
A,ATO34,DEP_ESER,3,4,2008
A,ATO34,DEP_ESER,3,3,2012
A,ATO34,DEP_ESER,9,134,1999
A,ATO34,DEP_ESER,9,145,2005
A,ATO34,DEP_ESER,9,270,2008
A,ATO34,DEP_ESER,9,318,2012
A,ATO35,AES_EFF,1,39663,1999
A,ATO35,AES_EFF,1,40043,2005
A,ATO35,AES_EFF,1,43508,2008
A,ATO35,AES_EFF,1,48616,2012
A,ATO35,AES_EFF,2,27602,1999
A,ATO35,AES_EFF,2,92543,2005
A,ATO35,AES_EFF,2,92882,2008
A,ATO35,AES_EFF,2,62500,2012
A,ATO35,AES_EFF,3,128328,1999
A,ATO35,AES_EFF,3,128348,2005
A,ATO35,AES_EFF,3,140740,2008
A,ATO35,AES_EFF,3,139600,2012
A,ATO35,AES_EFF,9,195593,1999
A,ATO35,AES_EFF,9,260934,2005
A,ATO35,AES_EFF,9,277129,2008
A,ATO35,AES_EFF,9,250716,2012
A,ATO35,DEP_ESER,1,79,1999
A,ATO35,DEP_ESER,1,83,2005
A,ATO35,DEP_ESER,1,89,2008
A,ATO35,DEP_ESER,1,117,2012
A,ATO35,DEP_ESER,2,21,1999
A,ATO35,DEP_ESER,2,22,2005
A,ATO35,DEP_ESER,2,22,2008
A,ATO35,DEP_ESER,2,5,2012
A,ATO35,DEP_ESER,3,7,1999
A,ATO35,DEP_ESER,3,7,2005
A,ATO35,DEP_ESER,3,8,2008
A,ATO35,DEP_ESER,3,7,2012
A,ATO35,DEP_ESER,9,107,1999
A,ATO35,DEP_ESER,9,112,2005
A,ATO35,DEP_ESER,9,119,2008
A,ATO35,DEP_ESER,9,129,2012
A,ATO36,AES_EFF,1,47553,1999
A,ATO36,AES_EFF,1,53638,2005
A,ATO36,AES_EFF,1,59152,2008
A,ATO36,AES_EFF,1,68962,2012
A,ATO36,AES_EFF,2,15705,1999
A,ATO36,AES_EFF,2,16505,2005
A,ATO36,AES_EFF,2,19022,2008
A,ATO36,AES_EFF,2,55554,2012
A,ATO36,AES_EFF,3,142651,1999
A,ATO36,AES_EFF,3,147094,2005
A,ATO36,AES_EFF,3,147420,2008
A,ATO36,AES_EFF,3,118438,2012
A,ATO36,AES_EFF,9,205910,1999
A,ATO36,AES_EFF,9,217237,2005
A,ATO36,AES_EFF,9,225594,2008
A,ATO36,AES_EFF,9,242954,2012
A,ATO36,DEP_ESER,1,139,1999
A,ATO36,DEP_ESER,1,148,2005
A,ATO36,DEP_ESER,1,186,2008
A,ATO36,DEP_ESER,1,208,2012
A,ATO36,DEP_ESER,2,31,1999
A,ATO36,DEP_ESER,2,33,2005
A,ATO36,DEP_ESER,2,35,2008
A,ATO36,DEP_ESER,2,35,2012
A,ATO36,DEP_ESER,3,8,1999
A,ATO36,DEP_ESER,3,8,2005
A,ATO36,DEP_ESER,3,8,2008
A,ATO36,DEP_ESER,3,3,2012
A,ATO36,DEP_ESER,9,178,1999
A,ATO36,DEP_ESER,9,189,2005
A,ATO36,DEP_ESER,9,229,2008
A,ATO36,DEP_ESER,9,246,2012
A,ATO37,AES_EFF,1,105080,1999
A,ATO37,AES_EFF,1,107904,2005
A,ATO37,AES_EFF,1,122582,2008
A,ATO37,AES_EFF,1,103099,2012
A,ATO37,AES_EFF,2,113135,1999
A,ATO37,AES_EFF,2,112335,2005
A,ATO37,AES_EFF,2,112344,2008
A,ATO37,AES_EFF,2,492226,2012
A,ATO37,AES_EFF,3,351570,1999
A,ATO37,AES_EFF,3,351570,2005
A,ATO37,AES_EFF,3,354575,2008
A,ATO37,AES_EFF,3,100080,2012
A,ATO37,AES_EFF,9,569785,1999
A,ATO37,AES_EFF,9,571809,2005
A,ATO37,AES_EFF,9,589501,2008
A,ATO37,AES_EFF,9,695405,2012
A,ATO37,DEP_ESER,1,98,1999
A,ATO37,DEP_ESER,1,103,2005
A,ATO37,DEP_ESER,1,109,2008
A,ATO37,DEP_ESER,1,123,2012
A,ATO37,DEP_ESER,2,14,1999
A,ATO37,DEP_ESER,2,14,2005
A,ATO37,DEP_ESER,2,14,2008
A,ATO37,DEP_ESER,2,22,2012
A,ATO37,DEP_ESER,3,8,1999
A,ATO37,DEP_ESER,3,8,2005
A,ATO37,DEP_ESER,3,10,2008
A,ATO37,DEP_ESER,3,3,2012
A,ATO37,DEP_ESER,9,120,1999
A,ATO37,DEP_ESER,9,125,2005
A,ATO37,DEP_ESER,9,133,2008
A,ATO37,DEP_ESER,9,148,2012
A,ATO4,AES_EFF,1,51768,1999
A,ATO4,AES_EFF,1,52723,2005
A,ATO4,AES_EFF,1,78948,2008
A,ATO4,AES_EFF,1,100484,2012
A,ATO4,AES_EFF,2,221902,1999
A,ATO4,AES_EFF,2,231056,2005
A,ATO4,AES_EFF,2,314857,2008
A,ATO4,AES_EFF,2,468261,2012
A,ATO4,AES_EFF,3,337993,1999
A,ATO4,AES_EFF,3,337993,2005
A,ATO4,AES_EFF,3,486183,2008
A,ATO4,AES_EFF,3,278357,2012
A,ATO4,AES_EFF,9,611663,1999
A,ATO4,AES_EFF,9,621772,2005
A,ATO4,AES_EFF,9,879988,2008
A,ATO4,AES_EFF,9,847102,2012
A,ATO4,DEP_ESER,1,447,1999
A,ATO4,DEP_ESER,1,464,2005
A,ATO4,DEP_ESER,1,584,2008
A,ATO4,DEP_ESER,1,756,2012
A,ATO4,DEP_ESER,2,144,1999
A,ATO4,DEP_ESER,2,151,2005
A,ATO4,DEP_ESER,2,187,2008
A,ATO4,DEP_ESER,2,195,2012
A,ATO4,DEP_ESER,3,4,1999
A,ATO4,DEP_ESER,3,4,2005
A,ATO4,DEP_ESER,3,11,2008
A,ATO4,DEP_ESER,3,15,2012
A,ATO4,DEP_ESER,9,595,1999
A,ATO4,DEP_ESER,9,619,2005
A,ATO4,DEP_ESER,9,782,2008
A,ATO4,DEP_ESER,9,966,2012
A,ATO5,AES_EFF,1,28555,1999
A,ATO5,AES_EFF,1,33326,2005
A,ATO5,AES_EFF,1,33845,2008
A,ATO5,AES_EFF,1,33523,2012
A,ATO5,AES_EFF,2,169316,1999
A,ATO5,AES_EFF,2,185241,2005
A,ATO5,AES_EFF,2,196338,2008
A,ATO5,AES_EFF,2,122459,2012
A,ATO5,AES_EFF,3,15775,1999
A,ATO5,AES_EFF,3,15775,2005
A,ATO5,AES_EFF,3,15775,2008
A,ATO5,AES_EFF,3,98879,2012
A,ATO5,AES_EFF,9,213646,1999
A,ATO5,AES_EFF,9,234342,2005
A,ATO5,AES_EFF,9,245959,2008
A,ATO5,AES_EFF,9,254861,2012
A,ATO5,DEP_ESER,1,276,1999
A,ATO5,DEP_ESER,1,361,2005
A,ATO5,DEP_ESER,1,437,2008
A,ATO5,DEP_ESER,1,453,2012
A,ATO5,DEP_ESER,2,261,1999
A,ATO5,DEP_ESER,2,359,2005
A,ATO5,DEP_ESER,2,397,2008
A,ATO5,DEP_ESER,2,477,2012
A,ATO5,DEP_ESER,3,2,1999
A,ATO5,DEP_ESER,3,2,2005
A,ATO5,DEP_ESER,3,2,2008
A,ATO5,DEP_ESER,3,5,2012
A,ATO5,DEP_ESER,9,539,1999
A,ATO5,DEP_ESER,9,722,2005
A,ATO5,DEP_ESER,9,836,2008
A,ATO5,DEP_ESER,9,935,2012
A,ATO53,AES_EFF,1,1249,2005
A,ATO53,AES_EFF,1,1249,2008
A,ATO53,AES_EFF,1,1674,2012
A,ATO53,AES_EFF,2,7604,1999
A,ATO53,AES_EFF,2,8852,2005
A,ATO53,AES_EFF,2,26129,2008
A,ATO53,AES_EFF,2,27647,2012
A,ATO53,AES_EFF,3,55000,1999
A,ATO53,AES_EFF,3,110353,2005
A,ATO53,AES_EFF,3,110353,2008
A,ATO53,AES_EFF,3,129660,2012
A,ATO53,AES_EFF,9,62604,1999
A,ATO53,AES_EFF,9,120454,2005
A,ATO53,AES_EFF,9,137731,2008
A,ATO53,AES_EFF,9,158981,2012
A,ATO53,DEP_ESER,1,13,2005
A,ATO53,DEP_ESER,1,13,2008
A,ATO53,DEP_ESER,1,19,2012
A,ATO53,DEP_ESER,2,7,1999
A,ATO53,DEP_ESER,2,12,2005
A,ATO53,DEP_ESER,2,13,2008
A,ATO53,DEP_ESER,2,14,2012
A,ATO53,DEP_ESER,3,2,1999
A,ATO53,DEP_ESER,3,6,2005
A,ATO53,DEP_ESER,3,6,2008
A,ATO53,DEP_ESER,3,6,2012
A,ATO53,DEP_ESER,9,9,1999
A,ATO53,DEP_ESER,9,31,2005
A,ATO53,DEP_ESER,9,32,2008
A,ATO53,DEP_ESER,9,39,2012
A,ATO54,AES_EFF,1,7847,1999
A,ATO54,AES_EFF,1,12822,2005
A,ATO54,AES_EFF,1,12912,2008
A,ATO54,AES_EFF,1,19702,2012
A,ATO54,AES_EFF,2,35086,1999
A,ATO54,AES_EFF,2,44451,2005
A,ATO54,AES_EFF,2,44547,2008
A,ATO54,AES_EFF,2,75979,2012
A,ATO54,AES_EFF,3,178556,1999
A,ATO54,AES_EFF,3,195167,2005
A,ATO54,AES_EFF,3,200526,2008
A,ATO54,AES_EFF,3,213675,2012
A,ATO54,AES_EFF,9,221489,1999
A,ATO54,AES_EFF,9,252440,2005
A,ATO54,AES_EFF,9,257985,2008
A,ATO54,AES_EFF,9,309356,2012
A,ATO54,DEP_ESER,1,86,1999
A,ATO54,DEP_ESER,1,160,2005
A,ATO54,DEP_ESER,1,160,2008
A,ATO54,DEP_ESER,1,189,2012
A,ATO54,DEP_ESER,2,76,1999
A,ATO54,DEP_ESER,2,99,2005
A,ATO54,DEP_ESER,2,99,2008
A,ATO54,DEP_ESER,2,110,2012
A,ATO54,DEP_ESER,3,9,1999
A,ATO54,DEP_ESER,3,16,2005
A,ATO54,DEP_ESER,3,16,2008
A,ATO54,DEP_ESER,3,12,2012
A,ATO54,DEP_ESER,9,171,1999
A,ATO54,DEP_ESER,9,275,2005
A,ATO54,DEP_ESER,9,275,2008
A,ATO54,DEP_ESER,9,311,2012
A,ATO55,AES_EFF,1,8577,1999
A,ATO55,AES_EFF,1,26373,2005
A,ATO55,AES_EFF,1,26508,2008
A,ATO55,AES_EFF,1,37616,2012
A,ATO55,AES_EFF,2,10947,1999
A,ATO55,AES_EFF,2,20961,2005
A,ATO55,AES_EFF,2,20896,2008
A,ATO55,AES_EFF,2,47781,2012
A,ATO55,AES_EFF,3,112398,1999
A,ATO55,AES_EFF,3,179525,2005
A,ATO55,AES_EFF,3,179525,2008
A,ATO55,AES_EFF,3,125048,2012
A,ATO55,AES_EFF,9,131922,1999
A,ATO55,AES_EFF,9,226859,2005
A,ATO55,AES_EFF,9,226929,2008
A,ATO55,AES_EFF,9,210445,2012
A,ATO55,DEP_ESER,1,52,1999
A,ATO55,DEP_ESER,1,184,2005
A,ATO55,DEP_ESER,1,184,2008
A,ATO55,DEP_ESER,1,324,2012
A,ATO55,DEP_ESER,2,29,1999
A,ATO55,DEP_ESER,2,72,2005
A,ATO55,DEP_ESER,2,71,2008
A,ATO55,DEP_ESER,2,85,2012
A,ATO55,DEP_ESER,3,4,1999
A,ATO55,DEP_ESER,3,13,2005
A,ATO55,DEP_ESER,3,13,2008
A,ATO55,DEP_ESER,3,7,2012
A,ATO55,DEP_ESER,9,85,1999
A,ATO55,DEP_ESER,9,269,2005
A,ATO55,DEP_ESER,9,268,2008
A,ATO55,DEP_ESER,9,416,2012
A,ATO56,AES_EFF,1,5570,1999
A,ATO56,AES_EFF,1,5830,2005
A,ATO56,AES_EFF,1,8830,2008
A,ATO56,AES_EFF,1,8296,2012
A,ATO56,AES_EFF,2,173890,1999
A,ATO56,AES_EFF,2,187849,2005
A,ATO56,AES_EFF,2,190424,2008
A,ATO56,AES_EFF,2,103308,2012
A,ATO56,AES_EFF,3,80673,1999
A,ATO56,AES_EFF,3,90521,2005
A,ATO56,AES_EFF,3,90753,2008
A,ATO56,AES_EFF,3,185339,2012
A,ATO56,AES_EFF,9,260133,1999
A,ATO56,AES_EFF,9,284200,2005
A,ATO56,AES_EFF,9,290007,2008
A,ATO56,AES_EFF,9,296943,2012
A,ATO56,DEP_ESER,1,20,1999
A,ATO56,DEP_ESER,1,23,2005
A,ATO56,DEP_ESER,1,21,2008
A,ATO56,DEP_ESER,1,129,2012
A,ATO56,DEP_ESER,2,76,1999
A,ATO56,DEP_ESER,2,80,2005
A,ATO56,DEP_ESER,2,81,2008
A,ATO56,DEP_ESER,2,95,2012
A,ATO56,DEP_ESER,3,8,1999
A,ATO56,DEP_ESER,3,11,2005
A,ATO56,DEP_ESER,3,13,2008
A,ATO56,DEP_ESER,3,14,2012
A,ATO56,DEP_ESER,9,104,1999
A,ATO56,DEP_ESER,9,114,2005
A,ATO56,DEP_ESER,9,115,2008
A,ATO56,DEP_ESER,9,238,2012
A,ATO57,AES_EFF,1,15360,1999
A,ATO57,AES_EFF,1,15660,2005
A,ATO57,AES_EFF,1,16660,2008
A,ATO57,AES_EFF,1,90,2012
A,ATO57,AES_EFF,2,46580,1999
A,ATO57,AES_EFF,2,57244,2005
A,ATO57,AES_EFF,2,59398,2008
A,ATO57,AES_EFF,2,99145,2012
A,ATO57,AES_EFF,3,248518,1999
A,ATO57,AES_EFF,3,263366,2005
A,ATO57,AES_EFF,3,263366,2008
A,ATO57,AES_EFF,3,192588,2012
A,ATO57,AES_EFF,9,310458,1999
A,ATO57,AES_EFF,9,336270,2005
A,ATO57,AES_EFF,9,339424,2008
A,ATO57,AES_EFF,9,291823,2012
A,ATO57,DEP_ESER,1,13,1999
A,ATO57,DEP_ESER,1,14,2005
A,ATO57,DEP_ESER,1,15,2008
A,ATO57,DEP_ESER,1,13,2012
A,ATO57,DEP_ESER,2,27,1999
A,ATO57,DEP_ESER,2,34,2005
A,ATO57,DEP_ESER,2,33,2008
A,ATO57,DEP_ESER,2,44,2012
A,ATO57,DEP_ESER,3,6,1999
A,ATO57,DEP_ESER,3,7,2005
A,ATO57,DEP_ESER,3,7,2008
A,ATO57,DEP_ESER,3,4,2012
A,ATO57,DEP_ESER,9,46,1999
A,ATO57,DEP_ESER,9,55,2005
A,ATO57,DEP_ESER,9,55,2008
A,ATO57,DEP_ESER,9,61,2012
A,ATO58,AES_EFF,1,3797,1999
A,ATO58,AES_EFF,1,4188,2005
A,ATO58,AES_EFF,1,13910,2008
A,ATO58,AES_EFF,1,17061,2012
A,ATO58,AES_EFF,2,30261,1999
A,ATO58,AES_EFF,2,64073,2005
A,ATO58,AES_EFF,2,101208,2008
A,ATO58,AES_EFF,2,61111,2012
A,ATO58,AES_EFF,3,158294,1999
A,ATO58,AES_EFF,3,201303,2005
A,ATO58,AES_EFF,3,218869,2008
A,ATO58,AES_EFF,3,228033,2012
A,ATO58,AES_EFF,9,192352,1999
A,ATO58,AES_EFF,9,269564,2005
A,ATO58,AES_EFF,9,333987,2008
A,ATO58,AES_EFF,9,306205,2012
A,ATO58,DEP_ESER,1,25,1999
A,ATO58,DEP_ESER,1,25,2005
A,ATO58,DEP_ESER,1,80,2008
A,ATO58,DEP_ESER,1,96,2012
A,ATO58,DEP_ESER,2,11,1999
A,ATO58,DEP_ESER,2,12,2005
A,ATO58,DEP_ESER,2,44,2008
A,ATO58,DEP_ESER,2,40,2012
A,ATO58,DEP_ESER,3,8,1999
A,ATO58,DEP_ESER,3,10,2005
A,ATO58,DEP_ESER,3,15,2008
A,ATO58,DEP_ESER,3,21,2012
A,ATO58,DEP_ESER,9,44,1999
A,ATO58,DEP_ESER,9,47,2005
A,ATO58,DEP_ESER,9,139,2008
A,ATO58,DEP_ESER,9,157,2012
A,ATO59,AES_EFF,1,2060,1999
A,ATO59,AES_EFF,1,5451,2005
A,ATO59,AES_EFF,1,6768,2008
A,ATO59,AES_EFF,1,5845,2012
A,ATO59,AES_EFF,2,9055,1999
A,ATO59,AES_EFF,2,22273,2005
A,ATO59,AES_EFF,2,32412,2008
A,ATO59,AES_EFF,2,88946,2012
A,ATO59,AES_EFF,3,46885,1999
A,ATO59,AES_EFF,3,51885,2005
A,ATO59,AES_EFF,3,52085,2008
A,ATO59,AES_EFF,9,58000,1999
A,ATO59,AES_EFF,9,79609,2005
A,ATO59,AES_EFF,9,91265,2008
A,ATO59,AES_EFF,9,94791,2012
A,ATO59,DEP_ESER,1,5,1999
A,ATO59,DEP_ESER,1,22,2005
A,ATO59,DEP_ESER,1,22,2008
A,ATO59,DEP_ESER,1,17,2012
A,ATO59,DEP_ESER,2,11,1999
A,ATO59,DEP_ESER,2,25,2005
A,ATO59,DEP_ESER,2,28,2008
A,ATO59,DEP_ESER,2,39,2012
A,ATO59,DEP_ESER,3,1,1999
